Indicador;Territorio;Año;Sexo;Grupo de edad;Nivel de estudios;Desempleo registrado de larga duracion
Desempleo registrado de larga duracion;Nou Moles;2023;Mujer;Total;Total;53.380423814329
Desempleo registrado de larga duracion;Soternes;2023;Mujer;Total;Total;53.8461538461539
Desempleo registrado de larga duracion;Tres Forques;2023;Mujer;Total;Total;49.7685185185185
Desempleo registrado de larga duracion;la Fontsanta;2023;Mujer;Total;Total;54.2857142857143
Desempleo registrado de larga duracion;la Llum;2023;Mujer;Total;Total;56.2814070351759
Desempleo registrado de larga duracion;Patraix;2023;Mujer;Total;Total;54.3962485345838
Desempleo registrado de larga duracion;Sant Isidre;2023;Mujer;Total;Total;60.8272506082725
Desempleo registrado de larga duracion;Vara de Quart;2023;Mujer;Total;Total;58.0174927113703
Desempleo registrado de larga duracion;el Safranar;2023;Mujer;Total;Total;64.9546827794562
Desempleo registrado de larga duracion;Favara;2023;Mujer;Total;Total;54.6875
Desempleo registrado de larga duracion;la Raiosa;2023;Mujer;Total;Total;54.2372881355932
Desempleo registrado de larga duracion;l'Hort de Senabre;2023;Mujer;Total;Total;58.8321167883212
Desempleo registrado de larga duracion;la Creu Coberta;2023;Mujer;Total;Total;56.9811320754717
Desempleo registrado de larga duracion;Sant Marcel·lí;2023;Mujer;Total;Total;58.0188679245283
Desempleo registrado de larga duracion;Camí Real;2023;Mujer;Total;Total;56.3291139240506
Desempleo registrado de larga duracion;Mont-Olivet;2023;Mujer;Total;Total;55.4966887417219
Desempleo registrado de larga duracion;en Corts;2023;Mujer;Total;Total;57.8411405295316
Desempleo registrado de larga duracion;Malilla;2023;Mujer;Total;Total;58.0565805658057
Desempleo registrado de larga duracion;la Fonteta de Sant Lluís;2023;Mujer;Total;Total;55
Desempleo registrado de larga duracion;na Rovella;2023;Mujer;Total;Total;61.1814345991561
Desempleo registrado de larga duracion;la Punta;2023;Mujer;Total;Total;50.7042253521127
Desempleo registrado de larga duracion;Ciutat de les Arts i de les Ciències;2023;Mujer;Total;Total;53.6585365853659
Desempleo registrado de larga duracion;el Grau;2023;Mujer;Total;Total;56.7873303167421
Desempleo registrado de larga duracion;el Cabanyal-el Canyamelar;2023;Mujer;Total;Total;58.6061246040127
Desempleo registrado de larga duracion;la Malva-rosa;2023;Mujer;Total;Total;57.9804560260586
Desempleo registrado de larga duracion;Beteró;2023;Mujer;Total;Total;58.4615384615385
Desempleo registrado de larga duracion;Natzaret;2023;Mujer;Total;Total;57.4074074074074
Desempleo registrado de larga duracion;Aiora;2023;Mujer;Total;Total;55.3021664766249
Desempleo registrado de larga duracion;Albors;2023;Mujer;Total;Total;56.9395017793594
Desempleo registrado de larga duracion;la Creu del Grau;2023;Mujer;Total;Total;57.1851851851852
Desempleo registrado de larga duracion;Camí Fondo;2023;Mujer;Total;Total;54.2372881355932
Desempleo registrado de larga duracion;Penya-roja;2023;Mujer;Total;Total;56.5217391304348
Desempleo registrado de larga duracion;l'Illa Perduda;2023;Mujer;Total;Total;61.4886731391586
Desempleo registrado de larga duracion;Ciutat Jardí;2023;Mujer;Total;Total;56.2874251497006
Desempleo registrado de larga duracion;l'Amistat;2023;Mujer;Total;Total;54.9407114624506
Desempleo registrado de larga duracion;la Bega Baixa;2023;Mujer;Total;Total;48.7804878048781
Desempleo registrado de larga duracion;la Carrasca;2023;Mujer;Total;Total;45.2054794520548
Desempleo registrado de larga duracion;Benimaclet;2023;Mujer;Total;Total;51.6085790884719
Desempleo registrado de larga duracion;Camí de Vera;2023;Mujer;Total;Total;54.7945205479452
Desempleo registrado de larga duracion;Orriols;2023;Mujer;Total;Total;53.5377358490566
Desempleo registrado de larga duracion;Torrefiel;2023;Mujer;Total;Total;55
Desempleo registrado de larga duracion;Sant Llorenç;2023;Mujer;Total;Total;53.2567049808429
Desempleo registrado de larga duracion;16.1 Benicalap;2023;Mujer;Total;Total;57.7146546158812
Desempleo registrado de larga duracion;Ciutat Fallera;2023;Mujer;Total;Total;57.2992700729927
Desempleo registrado de larga duracion;Benifaraig ;2023;Mujer;Total;Total;64
Desempleo registrado de larga duracion;Poble Nou;2023;Mujer;Total;Total;61.7647058823529
Desempleo registrado de larga duracion;Carpesa;2023;Mujer;Total;Total;59.4594594594595
Desempleo registrado de larga duracion;Cases de Bàrcena;2023;Mujer;Total;Total;50
Desempleo registrado de larga duracion;Mauella;2023;Mujer;Total;Total;-
Desempleo registrado de larga duracion;Massarrojos;2023;Mujer;Total;Total;68.1818181818182
Desempleo registrado de larga duracion;Borbotó ;2023;Mujer;Total;Total;52
Desempleo registrado de larga duracion;Benimàmet;2023;Mujer;Total;Total;59.0136054421769
Desempleo registrado de larga duracion;Beniferri;2023;Mujer;Total;Total;51.219512195122
Desempleo registrado de larga duracion;el Forn d'Alcedo;2023;Mujer;Total;Total;55.7377049180328
Desempleo registrado de larga duracion;Castellar-l'Oliveral;2023;Mujer;Total;Total;59.3155893536122
Desempleo registrado de larga duracion;Pinedo;2023;Mujer;Total;Total;55.5555555555556
Desempleo registrado de larga duracion;el Saler;2023;Mujer;Total;Total;50.8771929824561
Desempleo registrado de larga duracion;el Palmar;2023;Mujer;Total;Total;37.5
Desempleo registrado de larga duracion;el Perellonet;2023;Mujer;Total;Total;66.6666666666667
Desempleo registrado de larga duracion;la Torre;2023;Mujer;Total;Total;57.2549019607843
Desempleo registrado de larga duracion;Faitanar;2023;Mujer;Total;Total;52.9411764705882
Desempleo registrado de larga duracion;Total ciudad;2023;Total;<35;Total;22.1134071099794
Desempleo registrado de larga duracion;la Seu + la Xerea + el Carme + el Pilar + el Mercat + Sant Francesc;2023;Total;<35;Total;13.5245901639344
Desempleo registrado de larga duracion;2.1 Russafa + el Pla del Remei + Gran Via;2023;Total;<35;Total;16.9381107491857
Desempleo registrado de larga duracion;el Botànic + la Roqueta + la Petxina + Arrancapins;2023;Total;<35;Total;16.7770419426049
Desempleo registrado de larga duracion;Campanar + les Tendetes + el Calvari + Sant Pau;2023;Total;<35;Total;17.5531914893617
Desempleo registrado de larga duracion;Marxalenes + Morvedre + Trinitat + Tormos + Sant Antoni;2023;Total;<35;Total;20.1320132013201
Desempleo registrado de larga duracion;Exposició + Mestalla + Jaume Roig + Ciutat Universitària;2023;Total;<35;Total;17.6
Desempleo registrado de larga duracion;Nou Moles + Soternes + Tres Forques + la Fontsanta + la Llum;2023;Total;<35;Total;20.958904109589
Desempleo registrado de larga duracion;Patraix + Sant Isidre + Vara de Quart + el Safranar + Favara;2023;Total;<35;Total;19.6696696696697
Desempleo registrado de larga duracion;la Raiosa + l'Hort de Senabre + la Creu Coberta + Sant Marcel·lí + Camí Real;2023;Total;<35;Total;22.425952045134
Desempleo registrado de larga duracion;Mont-Olivet + en Corts + Malilla + la Fonteta de Sant Lluís + na Rovella + la Punta + Ciutat de les Arts i de les Ciències;2023;Total;<35;Total;22.6794258373206
Desempleo registrado de larga duracion;el Grau + el Cabanyal-el Canyamelar + la Malva-rosa + Beteró + Natzaret;2023;Total;<35;Total;29.3569431500466
Desempleo registrado de larga duracion;Aiora + Albors + la Creu del Grau + Camí Fondo + Penya-roja;2023;Total;<35;Total;21.3642213642214
Desempleo registrado de larga duracion;l'Illa Perduda + Ciutat Jardí + l'Amistat + la Bega Baixa + la Carrasca;2023;Total;<35;Total;22.4279835390947
Desempleo registrado de larga duracion;Benimaclet + Camí de Vera;2023;Total;<35;Total;23.5142118863049
Desempleo registrado de larga duracion;Orriols + Torrefiel + Sant Llorenç;2023;Total;<35;Total;23.3970753655793
Desempleo registrado de larga duracion;16.1 Benicalap + Ciutat Fallera;2023;Total;<35;Total;23.9242685025818
Desempleo registrado de larga duracion;Benifaraig + Poble Nou + Carpesa + Cases de Bàrcena + Mauella + Massarrojos + Borbotó ;2023;Total;<35;Total;20.3125
Desempleo registrado de larga duracion;Benimàmet + Beniferri;2023;Total;<35;Total;28.436018957346
Desempleo registrado de larga duracion;el Forn d'Alcedo + Castellar-l'Oliveral + Pinedo + el Saler + el Palmar + el Perellonet + la Torre + Faitanar;2023;Total;<35;Total;26.007326007326
Desempleo registrado de larga duracion;la Seu;2023;Total;<35;Total;16.6666666666667
Desempleo registrado de larga duracion;la Xerea;2023;Total;<35;Total;3.2258064516129
Desempleo registrado de larga duracion;el Carme;2023;Total;<35;Total;10.6060606060606
Desempleo registrado de larga duracion;el Pilar;2023;Total;<35;Total;22
Desempleo registrado de larga duracion;el Mercat;2023;Total;<35;Total;17.1428571428571
Desempleo registrado de larga duracion;Sant Francesc;2023;Total;<35;Total;7.89473684210526
Desempleo registrado de larga duracion;2.1 Russafa;2023;Total;<35;Total;18.0555555555556
Desempleo registrado de larga duracion;el Pla del Remei;2023;Total;<35;Total;9.09090909090909
Desempleo registrado de larga duracion;Gran Via;2023;Total;<35;Total;15.5172413793104
Desempleo registrado de larga duracion;el Botànic;2023;Total;<35;Total;20.2898550724638
Desempleo registrado de larga duracion;la Roqueta;2023;Total;<35;Total;23.9130434782609
Desempleo registrado de larga duracion;la Petxina;2023;Total;<35;Total;12.1212121212121
Desempleo registrado de larga duracion;Arrancapins;2023;Total;<35;Total;17.0731707317073
Desempleo registrado de larga duracion;Campanar;2023;Total;<35;Total;22.0338983050848
Desempleo registrado de larga duracion;les Tendetes;2023;Total;<35;Total;14.2857142857143
Desempleo registrado de larga duracion;el Calvari;2023;Total;<35;Total;18.6046511627907
Desempleo registrado de larga duracion;Sant Pau;2023;Total;<35;Total;13.7254901960784
Desempleo registrado de larga duracion;Marxalenes;2023;Total;<35;Total;22.6950354609929
Desempleo registrado de larga duracion;Morvedre;2023;Total;<35;Total;20.6349206349206
Desempleo registrado de larga duracion;Trinitat;2023;Total;<35;Total;18.9473684210526
Desempleo registrado de larga duracion;Tormos;2023;Total;<35;Total;20.8955223880597
Desempleo registrado de larga duracion;Sant Antoni;2023;Total;<35;Total;17.4311926605505
Desempleo registrado de larga duracion;Exposició;2023;Total;<35;Total;21.4285714285714
Desempleo registrado de larga duracion;Mestalla;2023;Total;<35;Total;17.4603174603175
Desempleo registrado de larga duracion;Jaume Roig;2023;Total;<35;Total;18.1818181818182
Desempleo registrado de larga duracion;Ciutat Universitària;2023;Total;<35;Total;4.54545454545455
Desempleo registrado de larga duracion;Nou Moles;2023;Total;<35;Total;20.353982300885
Desempleo registrado de larga duracion;Soternes;2023;Total;<35;Total;19.1176470588235
Desempleo registrado de larga duracion;Tres Forques;2023;Total;<35;Total;21.264367816092
Desempleo registrado de larga duracion;la Fontsanta;2023;Total;<35;Total;25.8823529411765
Desempleo registrado de larga duracion;la Llum;2023;Total;<35;Total;18.4615384615385
Desempleo registrado de larga duracion;Patraix;2023;Total;<35;Total;17.2661870503597
Desempleo registrado de larga duracion;Sant Isidre;2023;Total;<35;Total;22.3076923076923
Desempleo registrado de larga duracion;Vara de Quart;2023;Total;<35;Total;21.1864406779661
Desempleo registrado de larga duracion;el Safranar;2023;Total;<35;Total;23.5955056179775
Desempleo registrado de larga duracion;Favara;2023;Total;<35;Total;17.6470588235294
Desempleo registrado de larga duracion;la Raiosa;2023;Total;<35;Total;18.5714285714286
Desempleo registrado de larga duracion;l'Hort de Senabre;2023;Total;<35;Total;24.0506329113924
Desempleo registrado de larga duracion;la Creu Coberta;2023;Total;<35;Total;26.8817204301075
Desempleo registrado de larga duracion;Sant Marcel·lí;2023;Total;<35;Total;24.812030075188
Desempleo registrado de larga duracion;Camí Real;2023;Total;<35;Total;13.8888888888889
Desempleo registrado de larga duracion;Mont-Olivet;2023;Total;<35;Total;22
Desempleo registrado de larga duracion;en Corts;2023;Total;<35;Total;17.4193548387097
Desempleo registrado de larga duracion;Malilla;2023;Total;<35;Total;20.2290076335878
Desempleo registrado de larga duracion;la Fonteta de Sant Lluís;2023;Total;<35;Total;20
Desempleo registrado de larga duracion;na Rovella;2023;Total;<35;Total;32.5
Desempleo registrado de larga duracion;la Punta;2023;Total;<35;Total;29.3103448275862
Desempleo registrado de larga duracion;Ciutat de les Arts i de les Ciències;2023;Total;<35;Total;14.4927536231884
Desempleo registrado de larga duracion;el Grau;2023;Total;<35;Total;23.8095238095238
Desempleo registrado de larga duracion;el Cabanyal-el Canyamelar;2023;Total;<35;Total;36.6666666666667
Desempleo registrado de larga duracion;la Malva-rosa;2023;Total;<35;Total;23.2456140350877
Desempleo registrado de larga duracion;Beteró;2023;Total;<35;Total;22.5
Desempleo registrado de larga duracion;Natzaret;2023;Total;<35;Total;28.4810126582279
Desempleo registrado de larga duracion;Aiora;2023;Total;<35;Total;22.0289855072464
Desempleo registrado de larga duracion;Albors;2023;Total;<35;Total;23.5849056603774
Desempleo registrado de larga duracion;la Creu del Grau;2023;Total;<35;Total;20.3045685279188
Desempleo registrado de larga duracion;Camí Fondo;2023;Total;<35;Total;20
Desempleo registrado de larga duracion;Penya-roja;2023;Total;<35;Total;18.5714285714286
Desempleo registrado de larga duracion;l'Illa Perduda;2023;Total;<35;Total;26.6666666666667
Desempleo registrado de larga duracion;Ciutat Jardí;2023;Total;<35;Total;20.4225352112676
Desempleo registrado de larga duracion;l'Amistat;2023;Total;<35;Total;27.1317829457364
Desempleo registrado de larga duracion;la Bega Baixa;2023;Total;<35;Total;10.5263157894737
Desempleo registrado de larga duracion;la Carrasca;2023;Total;<35;Total;16.2162162162162
Desempleo registrado de larga duracion;Benimaclet;2023;Total;<35;Total;22.7129337539432
Desempleo registrado de larga duracion;Camí de Vera;2023;Total;<35;Total;27.1428571428571
Desempleo registrado de larga duracion;Orriols;2023;Total;<35;Total;24.6376811594203
Desempleo registrado de larga duracion;Torrefiel;2023;Total;<35;Total;23.4649122807018
Desempleo registrado de larga duracion;Sant Llorenç;2023;Total;<35;Total;18.1818181818182
Desempleo registrado de larga duracion;16.1 Benicalap;2023;Total;<35;Total;23.5416666666667
Desempleo registrado de larga duracion;Ciutat Fallera;2023;Total;<35;Total;25.7425742574257
Desempleo registrado de larga duracion;Benifaraig ;2023;Total;<35;Total;11.1111111111111
Desempleo registrado de larga duracion;Poble Nou;2023;Total;<35;Total;17.6470588235294
Desempleo registrado de larga duracion;Carpesa;2023;Total;<35;Total;28.5714285714286
Desempleo registrado de larga duracion;Cases de Bàrcena;2023;Total;<35;Total;25
Desempleo registrado de larga duracion;Mauella;2023;Total;<35;Total;-
Desempleo registrado de larga duracion;Massarrojos;2023;Total;<35;Total;18.1818181818182
Desempleo registrado de larga duracion;Borbotó ;2023;Total;<35;Total;33.3333333333333
Desempleo registrado de larga duracion;Benimàmet;2023;Total;<35;Total;28.7128712871287
Desempleo registrado de larga duracion;Beniferri;2023;Total;<35;Total;33.3333333333333
Desempleo registrado de larga duracion;el Forn d'Alcedo;2023;Total;<35;Total;17.6470588235294
Desempleo registrado de larga duracion;Castellar-l'Oliveral;2023;Total;<35;Total;26.5060240963855
Desempleo registrado de larga duracion;Pinedo;2023;Total;<35;Total;18.9189189189189
Desempleo registrado de larga duracion;el Saler;2023;Total;<35;Total;21.0526315789474
Desempleo registrado de larga duracion;el Palmar;2023;Total;<35;Total;25
Desempleo registrado de larga duracion;el Perellonet;2023;Total;<35;Total;22.2222222222222
Desempleo registrado de larga duracion;la Torre;2023;Total;<35;Total;28.9156626506024
Desempleo registrado de larga duracion;Faitanar;2023;Total;<35;Total;35.2941176470588
Desempleo registrado de larga duracion;Total ciudad;2023;Total;35-64;Total;60.4940883963287
Desempleo registrado de larga duracion;la Seu + la Xerea + el Carme + el Pilar + el Mercat + Sant Francesc;2023;Total;35-64;Total;55.1622418879056
Desempleo registrado de larga duracion;2.1 Russafa + el Pla del Remei + Gran Via;2023;Total;35-64;Total;59.8124098124098
Desempleo registrado de larga duracion;el Botànic + la Roqueta + la Petxina + Arrancapins;2023;Total;35-64;Total;58.4080126515551
Desempleo registrado de larga duracion;Campanar + les Tendetes + el Calvari + Sant Pau;2023;Total;35-64;Total;55.9096945551129
Desempleo registrado de larga duracion;Marxalenes + Morvedre + Trinitat + Tormos + Sant Antoni;2023;Total;35-64;Total;61.3636363636364
Desempleo registrado de larga duracion;Exposició + Mestalla + Jaume Roig + Ciutat Universitària;2023;Total;35-64;Total;55.2414605418139
Desempleo registrado de larga duracion;Nou Moles + Soternes + Tres Forques + la Fontsanta + la Llum;2023;Total;35-64;Total;58.5402558314522
Desempleo registrado de larga duracion;Patraix + Sant Isidre + Vara de Quart + el Safranar + Favara;2023;Total;35-64;Total;61.9065420560748
Desempleo registrado de larga duracion;la Raiosa + l'Hort de Senabre + la Creu Coberta + Sant Marcel·lí + Camí Real;2023;Total;35-64;Total;60.5427209387606
Desempleo registrado de larga duracion;Mont-Olivet + en Corts + Malilla + la Fonteta de Sant Lluís + na Rovella + la Punta + Ciutat de les Arts i de les Ciències;2023;Total;35-64;Total;62.2396471453075
Desempleo registrado de larga duracion;el Grau + el Cabanyal-el Canyamelar + la Malva-rosa + Beteró + Natzaret;2023;Total;35-64;Total;62.092050209205
Desempleo registrado de larga duracion;Aiora + Albors + la Creu del Grau + Camí Fondo + Penya-roja;2023;Total;35-64;Total;60.9432082364663
Desempleo registrado de larga duracion;l'Illa Perduda + Ciutat Jardí + l'Amistat + la Bega Baixa + la Carrasca;2023;Total;35-64;Total;62.3312011371713
Desempleo registrado de larga duracion;Benimaclet + Camí de Vera;2023;Total;35-64;Total;60.2169981916817
Desempleo registrado de larga duracion;Orriols + Torrefiel + Sant Llorenç;2023;Total;35-64;Total;60.7447898872566
Desempleo registrado de larga duracion;16.1 Benicalap + Ciutat Fallera;2023;Total;35-64;Total;61.0738255033557
Desempleo registrado de larga duracion;Benifaraig + Poble Nou + Carpesa + Cases de Bàrcena + Mauella + Massarrojos + Borbotó ;2023;Total;35-64;Total;59.3073593073593
Desempleo registrado de larga duracion;Benimàmet + Beniferri;2023;Total;35-64;Total;62.7427184466019
Desempleo registrado de larga duracion;el Forn d'Alcedo + Castellar-l'Oliveral + Pinedo + el Saler + el Palmar + el Perellonet + la Torre + Faitanar;2023;Total;35-64;Total;61.8556701030928
Desempleo registrado de larga duracion;la Seu;2023;Total;35-64;Total;54.0983606557377
Desempleo registrado de larga duracion;la Xerea;2023;Total;35-64;Total;55.2
Desempleo registrado de larga duracion;el Carme;2023;Total;35-64;Total;56.3380281690141
Desempleo registrado de larga duracion;el Pilar;2023;Total;35-64;Total;54.1284403669725
Desempleo registrado de larga duracion;el Mercat;2023;Total;35-64;Total;48.8372093023256
Desempleo registrado de larga duracion;Sant Francesc;2023;Total;35-64;Total;60
Desempleo registrado de larga duracion;2.1 Russafa;2023;Total;35-64;Total;59.601259181532
Desempleo registrado de larga duracion;el Pla del Remei;2023;Total;35-64;Total;57.9365079365079
Desempleo registrado de larga duracion;Gran Via;2023;Total;35-64;Total;61.3636363636364
Desempleo registrado de larga duracion;el Botànic;2023;Total;35-64;Total;57.6158940397351
Desempleo registrado de larga duracion;la Roqueta;2023;Total;35-64;Total;50
Desempleo registrado de larga duracion;la Petxina;2023;Total;35-64;Total;60.5084745762712
Desempleo registrado de larga duracion;Arrancapins;2023;Total;35-64;Total;59.0203106332139
Desempleo registrado de larga duracion;Campanar;2023;Total;35-64;Total;57.1428571428572
Desempleo registrado de larga duracion;les Tendetes;2023;Total;35-64;Total;56.6929133858268
Desempleo registrado de larga duracion;el Calvari;2023;Total;35-64;Total;59.5541401273885
Desempleo registrado de larga duracion;Sant Pau;2023;Total;35-64;Total;52.1008403361345
Desempleo registrado de larga duracion;Marxalenes;2023;Total;35-64;Total;62.6865671641791
Desempleo registrado de larga duracion;Morvedre;2023;Total;35-64;Total;61.2970711297071
Desempleo registrado de larga duracion;Trinitat;2023;Total;35-64;Total;63.1123919308357
Desempleo registrado de larga duracion;Tormos;2023;Total;35-64;Total;61.2576064908722
Desempleo registrado de larga duracion;Sant Antoni;2023;Total;35-64;Total;58.891454965358
Desempleo registrado de larga duracion;Exposició;2023;Total;35-64;Total;58.2857142857143
Desempleo registrado de larga duracion;Mestalla;2023;Total;35-64;Total;54.6236559139785
Desempleo registrado de larga duracion;Jaume Roig;2023;Total;35-64;Total;54.3046357615894
Desempleo registrado de larga duracion;Ciutat Universitària;2023;Total;35-64;Total;54.3859649122807
Desempleo registrado de larga duracion;Nou Moles;2023;Total;35-64;Total;58.2554517133956
Desempleo registrado de larga duracion;Soternes;2023;Total;35-64;Total;59.2857142857143
Desempleo registrado de larga duracion;Tres Forques;2023;Total;35-64;Total;56.8141592920354
Desempleo registrado de larga duracion;la Fontsanta;2023;Total;35-64;Total;60.9489051094891
Desempleo registrado de larga duracion;la Llum;2023;Total;35-64;Total;61.0236220472441
Desempleo registrado de larga duracion;Patraix;2023;Total;35-64;Total;58.8235294117647
Desempleo registrado de larga duracion;Sant Isidre;2023;Total;35-64;Total;63.0434782608696
Desempleo registrado de larga duracion;Vara de Quart;2023;Total;35-64;Total;63.8528138528139
Desempleo registrado de larga duracion;el Safranar;2023;Total;35-64;Total;66.6666666666667
Desempleo registrado de larga duracion;Favara;2023;Total;35-64;Total;62.8415300546448
Desempleo registrado de larga duracion;la Raiosa;2023;Total;35-64;Total;58.6475942782835
Desempleo registrado de larga duracion;l'Hort de Senabre;2023;Total;35-64;Total;60.8
Desempleo registrado de larga duracion;la Creu Coberta;2023;Total;35-64;Total;61.8461538461539
Desempleo registrado de larga duracion;Sant Marcel·lí;2023;Total;35-64;Total;62.037037037037
Desempleo registrado de larga duracion;Camí Real;2023;Total;35-64;Total;60.5504587155963
Desempleo registrado de larga duracion;Mont-Olivet;2023;Total;35-64;Total;61.3636363636364
Desempleo registrado de larga duracion;en Corts;2023;Total;35-64;Total;62.3100303951368
Desempleo registrado de larga duracion;Malilla;2023;Total;35-64;Total;62.2748815165877
Desempleo registrado de larga duracion;la Fonteta de Sant Lluís;2023;Total;35-64;Total;62.6315789473684
Desempleo registrado de larga duracion;na Rovella;2023;Total;35-64;Total;66.4145234493192
Desempleo registrado de larga duracion;la Punta;2023;Total;35-64;Total;54.7872340425532
Desempleo registrado de larga duracion;Ciutat de les Arts i de les Ciències;2023;Total;35-64;Total;59.5588235294118
Desempleo registrado de larga duracion;el Grau;2023;Total;35-64;Total;60.5042016806723
Desempleo registrado de larga duracion;el Cabanyal-el Canyamelar;2023;Total;35-64;Total;61.6719242902208
Desempleo registrado de larga duracion;la Malva-rosa;2023;Total;35-64;Total;61.4634146341463
Desempleo registrado de larga duracion;Beteró;2023;Total;35-64;Total;65.9203980099503
Desempleo registrado de larga duracion;Natzaret;2023;Total;35-64;Total;62.85140562249
Desempleo registrado de larga duracion;Aiora;2023;Total;35-64;Total;61.4334470989761
Desempleo registrado de larga duracion;Albors;2023;Total;35-64;Total;63.3333333333333
Desempleo registrado de larga duracion;la Creu del Grau;2023;Total;35-64;Total;60.9427609427609
Desempleo registrado de larga duracion;Camí Fondo;2023;Total;35-64;Total;59.915611814346
Desempleo registrado de larga duracion;Penya-roja;2023;Total;35-64;Total;57.5498575498576
Desempleo registrado de larga duracion;l'Illa Perduda;2023;Total;35-64;Total;67.1052631578947
Desempleo registrado de larga duracion;Ciutat Jardí;2023;Total;35-64;Total;62.6450116009281
Desempleo registrado de larga duracion;l'Amistat;2023;Total;35-64;Total;60.2373887240356
Desempleo registrado de larga duracion;la Bega Baixa;2023;Total;35-64;Total;58.7878787878788
Desempleo registrado de larga duracion;la Carrasca;2023;Total;35-64;Total;55.9139784946237
Desempleo registrado de larga duracion;Benimaclet;2023;Total;35-64;Total;60.0858369098713
Desempleo registrado de larga duracion;Camí de Vera;2023;Total;35-64;Total;60.3448275862069
Desempleo registrado de larga duracion;Orriols;2023;Total;35-64;Total;61.1213235294118
Desempleo registrado de larga duracion;Torrefiel;2023;Total;35-64;Total;60.9126984126984
Desempleo registrado de larga duracion;Sant Llorenç;2023;Total;35-64;Total;58.5889570552147
Desempleo registrado de larga duracion;16.1 Benicalap;2023;Total;35-64;Total;61.2617052735338
Desempleo registrado de larga duracion;Ciutat Fallera;2023;Total;35-64;Total;60
Desempleo registrado de larga duracion;Benifaraig ;2023;Total;35-64;Total;62.5
Desempleo registrado de larga duracion;Poble Nou;2023;Total;35-64;Total;57.7777777777778
Desempleo registrado de larga duracion;Carpesa;2023;Total;35-64;Total;59.2592592592593
Desempleo registrado de larga duracion;Cases de Bàrcena;2023;Total;35-64;Total;44.4444444444444
Desempleo registrado de larga duracion;Mauella;2023;Total;35-64;Total;-
Desempleo registrado de larga duracion;Massarrojos;2023;Total;35-64;Total;65
Desempleo registrado de larga duracion;Borbotó ;2023;Total;35-64;Total;56.6666666666667
Desempleo registrado de larga duracion;Benimàmet;2023;Total;35-64;Total;63.4491634491635
Desempleo registrado de larga duracion;Beniferri;2023;Total;35-64;Total;51.063829787234
Desempleo registrado de larga duracion;el Forn d'Alcedo;2023;Total;35-64;Total;57.7464788732394
Desempleo registrado de larga duracion;Castellar-l'Oliveral;2023;Total;35-64;Total;62.962962962963
Desempleo registrado de larga duracion;Pinedo;2023;Total;35-64;Total;67.5925925925926
Desempleo registrado de larga duracion;el Saler;2023;Total;35-64;Total;56.5217391304348
Desempleo registrado de larga duracion;el Palmar;2023;Total;35-64;Total;50
Desempleo registrado de larga duracion;el Perellonet;2023;Total;35-64;Total;71.6666666666667
Desempleo registrado de larga duracion;la Torre;2023;Total;35-64;Total;61.144578313253
Desempleo registrado de larga duracion;Faitanar;2023;Total;35-64;Total;53.3333333333333
